strap,landUnitValue,landUnitType,landClass,landClassDscr,GIS_sqft,GIS_acreage,status_cd
R0000750,11233.0,SF,1112.0,SINGLE FAM.RES.-LAND,11233,0.258,A 
R0000754,6414.0,SF,1112.0,SINGLE FAM.RES.-LAND,6414,0.147,A 
R0000756,11305.0,SF,1112.0,SINGLE FAM.RES.-LAND,11305,0.26,A 
R0000759,15743.0,SF,1112.0,SINGLE FAM.RES.-LAND,15743,0.361,A 
R0000763,6124.0,SF,1112.0,SINGLE FAM.RES.-LAND,6124,0.141,A 
R0000765,4972.0,SF,1112.0,SINGLE FAM.RES.-LAND,4972,0.114,A 
R0000766,4875.0,SF,1112.0,SINGLE FAM.RES.-LAND,4875,0.112,A 
R0000767,8415.0,SF,1112.0,SINGLE FAM.RES.-LAND,8415,0.193,A 
R0000770,9620.0,SF,1112.0,SINGLE FAM.RES.-LAND,9620,0.221,A 
R0000771,6330.0,SF,1112.0,SINGLE FAM.RES.-LAND,6330,0.145,A 
R0000772,6527.0,SF,1112.0,SINGLE FAM.RES.-LAND,6527,0.15,A 
R0000773,7075.0,SF,1112.0,SINGLE FAM.RES.-LAND,7075,0.162,A 
R0000774,8160.0,SF,1112.0,SINGLE FAM.RES.-LAND,8160,0.187,A 
R0000776,4948.0,SF,1112.0,SINGLE FAM.RES.-LAND,4948,0.114,A 
R0000783,5850.0,SF,1112.0,SINGLE FAM.RES.-LAND,5850,0.134,A 
R0000785,7423.0,SF,1112.0,SINGLE FAM.RES.-LAND,7423,0.17,A 
R0000791,8261.0,SF,1112.0,SINGLE FAM.RES.-LAND,8261,0.19,A 
R0000793,7157.0,SF,1112.0,SINGLE FAM.RES.-LAND,7157,0.164,A 
R0000795,8807.0,SF,1112.0,SINGLE FAM.RES.-LAND,8807,0.202,A 
R0000800,6715.0,SF,1112.0,SINGLE FAM.RES.-LAND,6715,0.154,A 
R0000802,6271.0,SF,1112.0,SINGLE FAM.RES.-LAND,6271,0.144,A 
R0000803,7189.0,SF,1112.0,SINGLE FAM.RES.-LAND,7189,0.165,A 
R0000804,6253.0,SF,1112.0,SINGLE FAM.RES.-LAND,6253,0.144,A 
R0000805,4010.0,SF,1112.0,SINGLE FAM.RES.-LAND,4010,0.092,A 
R0000808,17851.0,SF,1112.0,SINGLE FAM.RES.-LAND,17851,0.41,A 
R0000813,7111.0,SF,1112.0,SINGLE FAM.RES.-LAND,7111,0.163,A 
R0000821,6360.0,SF,1112.0,SINGLE FAM.RES.-LAND,6360,0.146,A 
R0000830,2967.0,SF,1112.0,SINGLE FAM.RES.-LAND,2967,0.068,A 
R0000831,6382.0,SF,1112.0,SINGLE FAM.RES.-LAND,6382,0.147,A 
R0000833,6798.0,SF,1112.0,SINGLE FAM.RES.-LAND,6798,0.156,A 
R0000835,3271.0,SF,1112.0,SINGLE FAM.RES.-LAND,3271,0.075,A 
R0000841,6573.0,SF,1112.0,SINGLE FAM.RES.-LAND,6573,0.151,A 
R0000843,9174.0,SF,1112.0,SINGLE FAM.RES.-LAND,9174,0.211,A 
R0000844,9690.0,SF,1112.0,SINGLE FAM.RES.-LAND,9690,0.222,A 
R0000846,11934.0,SF,1112.0,SINGLE FAM.RES.-LAND,11934,0.274,A 
R0000848,7490.0,SF,1112.0,SINGLE FAM.RES.-LAND,7490,0.172,A 
R0000849,6292.0,SF,1112.0,SINGLE FAM.RES.-LAND,6292,0.144,A 
R0000850,11187.0,SF,1112.0,SINGLE FAM.RES.-LAND,11187,0.257,A 
R0000853,11663.0,SF,1112.0,SINGLE FAM.RES.-LAND,11663,0.268,A 
R0000856,2293.0,SF,1112.0,SINGLE FAM.RES.-LAND,2293,0.053,A 
R0000860,6336.0,SF,1112.0,SINGLE FAM.RES.-LAND,6336,0.145,A 
R0000863,5509.0,SF,1112.0,SINGLE FAM.RES.-LAND,5509,0.126,A 
R0000864,10913.0,SF,1112.0,SINGLE FAM.RES.-LAND,10913,0.251,A 
R0000867,9559.0,SF,1112.0,SINGLE FAM.RES.-LAND,9559,0.219,A 
R0000868,5940.0,SF,1112.0,SINGLE FAM.RES.-LAND,5940,0.136,A 
R0000869,25881.0,SF,1112.0,SINGLE FAM.RES.-LAND,25881,0.594,A 
R0000870,7037.0,SF,1112.0,SINGLE FAM.RES.-LAND,7037,0.162,A 
R0000872,7861.0,SF,1112.0,SINGLE FAM.RES.-LAND,7861,0.18,A 
R0000873,9388.0,SF,1112.0,SINGLE FAM.RES.-LAND,9388,0.216,A 
R0000874,10635.0,SF,1112.0,SINGLE FAM.RES.-LAND,10635,0.244,A 
R0000875,12939.0,SF,1112.0,SINGLE FAM.RES.-LAND,12939,0.297,A 
R0000876,7413.0,SF,1112.0,SINGLE FAM.RES.-LAND,7413,0.17,A 
R0000878,6151.0,SF,1112.0,SINGLE FAM.RES.-LAND,6151,0.141,A 
R0000879,6254.0,SF,1112.0,SINGLE FAM.RES.-LAND,6254,0.144,A 
R0000882,2258.0,SF,1112.0,SINGLE FAM.RES.-LAND,2258,0.052,A 
R0000885,9481.0,SF,1112.0,SINGLE FAM.RES.-LAND,9481,0.218,A 
R0000886,5932.0,SF,1112.0,SINGLE FAM.RES.-LAND,5932,0.136,A 
R0000887,3359.0,SF,1112.0,SINGLE FAM.RES.-LAND,3359,0.077,A 
R0000888,6390.0,SF,1112.0,SINGLE FAM.RES.-LAND,6390,0.147,A 
R0000890,5640.0,SF,1112.0,SINGLE FAM.RES.-LAND,5640,0.129,A 
R0000904,8240.0,SF,1112.0,SINGLE FAM.RES.-LAND,8240,0.189,A 
R0000906,3838.0,SF,1112.0,SINGLE FAM.RES.-LAND,3838,0.088,A 
R0000907,6287.0,SF,1112.0,SINGLE FAM.RES.-LAND,6287,0.144,A 
R0000920,7110.0,SF,1112.0,SINGLE FAM.RES.-LAND,7110,0.163,A 
R0000929,2472.0,SF,1112.0,SINGLE FAM.RES.-LAND,2472,0.057,A 
R0000956,16596.0,SF,1112.0,SINGLE FAM.RES.-LAND,16596,0.381,A 
R0000957,6452.0,SF,1112.0,SINGLE FAM.RES.-LAND,6452,0.148,A 
R0000958,8038.0,SF,1112.0,SINGLE FAM.RES.-LAND,8038,0.185,A 
R0000971,8539.0,SF,1112.0,SINGLE FAM.RES.-LAND,8539,0.196,A 
R0000978,7113.0,SF,1112.0,SINGLE FAM.RES.-LAND,7113,0.163,A 
R0000981,6464.0,SF,1112.0,SINGLE FAM.RES.-LAND,6464,0.148,A 
R0000982,8190.0,SF,1112.0,SINGLE FAM.RES.-LAND,8190,0.188,A 
R0000983,8556.0,SF,1112.0,SINGLE FAM.RES.-LAND,8556,0.196,A 
R0000984,14080.0,SF,1112.0,SINGLE FAM.RES.-LAND,14080,0.323,A 
R0000985,7866.0,SF,1112.0,SINGLE FAM.RES.-LAND,7866,0.181,A 
R0000989,7484.0,SF,1112.0,SINGLE FAM.RES.-LAND,7484,0.172,A 
R0000990,6591.0,SF,1112.0,SINGLE FAM.RES.-LAND,6591,0.151,A 
R0000993,8912.0,SF,1112.0,SINGLE FAM.RES.-LAND,8678,0.199,A 
R0000996,10619.0,SF,1112.0,SINGLE FAM.RES.-LAND,10619,0.244,A 
R0000999,6255.0,SF,1112.0,SINGLE FAM.RES.-LAND,6255,0.144,A 
R0001004,3831.0,SF,1112.0,SINGLE FAM.RES.-LAND,3831,0.088,A 
R0001005,7025.0,SF,1112.0,SINGLE FAM.RES.-LAND,7025,0.161,A 
R0001006,3924.0,SF,1112.0,SINGLE FAM.RES.-LAND,3924,0.09,A 
R0001008,7367.0,SF,1112.0,SINGLE FAM.RES.-LAND,7367,0.169,A 
R0001011,7913.0,SF,1112.0,SINGLE FAM.RES.-LAND,7913,0.182,A 
R0001012,1389.0,SF,1112.0,SINGLE FAM.RES.-LAND,1389,0.032,A 
R0001014,9008.0,SF,1112.0,SINGLE FAM.RES.-LAND,9008,0.207,A 
R0001017,13262.0,SF,1112.0,SINGLE FAM.RES.-LAND,13262,0.304,A 
R0001018,3957.0,SF,1112.0,SINGLE FAM.RES.-LAND,3957,0.091,A 
R0001025,6867.0,SF,1112.0,SINGLE FAM.RES.-LAND,6867,0.158,A 
R0001026,11796.0,SF,1112.0,SINGLE FAM.RES.-LAND,11796,0.271,A 
R0001029,12525.0,SF,1112.0,SINGLE FAM.RES.-LAND,12525,0.288,A 
R0001030,12459.0,SF,1112.0,SINGLE FAM.RES.-LAND,12459,0.286,A 
R0001033,6749.0,SF,1112.0,SINGLE FAM.RES.-LAND,6749,0.155,A 
R0001034,6360.0,SF,1112.0,SINGLE FAM.RES.-LAND,6360,0.146,A 
R0001036,8240.0,SF,1112.0,SINGLE FAM.RES.-LAND,8240,0.189,A 
R0001037,6974.0,SF,1112.0,SINGLE FAM.RES.-LAND,6974,0.16,A 
R0001041,6297.0,SF,1112.0,SINGLE FAM.RES.-LAND,6297,0.145,A 
R0001045,7799.0,SF,1112.0,SINGLE FAM.RES.-LAND,7799,0.179,A 
R0001046,10941.0,SF,1112.0,SINGLE FAM.RES.-LAND,10941,0.251,A 
R0001051,8227.0,SF,1112.0,SINGLE FAM.RES.-LAND,8227,0.189,A 
R0001052,11481.0,SF,1112.0,SINGLE FAM.RES.-LAND,11481,0.264,A 
R0001054,7889.0,SF,1112.0,SINGLE FAM.RES.-LAND,7889,0.181,A 
R0001055,5006.0,SF,1112.0,SINGLE FAM.RES.-LAND,5006,0.115,A 
R0001067,5469.0,SF,1112.0,SINGLE FAM.RES.-LAND,5469,0.126,A 
R0001069,7075.0,SF,1112.0,SINGLE FAM.RES.-LAND,7075,0.162,A 
R0001070,14206.0,SF,1112.0,SINGLE FAM.RES.-LAND,14206,0.326,A 
R0001071,7740.0,SF,1112.0,SINGLE FAM.RES.-LAND,7740,0.178,A 
R0001074,9076.0,SF,1112.0,SINGLE FAM.RES.-LAND,9076,0.208,A 
R0001075,7815.0,SF,1112.0,SINGLE FAM.RES.-LAND,7815,0.179,A 
R0001076,7101.0,SF,1112.0,SINGLE FAM.RES.-LAND,7101,0.163,A 
R0001082,9277.0,SF,1112.0,SINGLE FAM.RES.-LAND,9277,0.213,A 
R0001084,6436.0,SF,1112.0,SINGLE FAM.RES.-LAND,6436,0.148,A 
R0001090,10004.0,SF,1112.0,SINGLE FAM.RES.-LAND,10004,0.23,A 
R0001091,8310.0,SF,1112.0,SINGLE FAM.RES.-LAND,8310,0.191,A 
R0001095,9692.0,SF,1112.0,SINGLE FAM.RES.-LAND,9692,0.222,A 
R0001096,13301.0,SF,1112.0,SINGLE FAM.RES.-LAND,13301,0.305,A 
R0001098,6193.0,SF,1112.0,SINGLE FAM.RES.-LAND,6193,0.142,A 
R0001100,9264.0,SF,1112.0,SINGLE FAM.RES.-LAND,9264,0.213,A 
R0001102,20733.0,SF,1112.0,SINGLE FAM.RES.-LAND,20733,0.476,A 
R0001106,21212.0,SF,1112.0,SINGLE FAM.RES.-LAND,21212,0.487,A 
R0001109,7400.0,SF,1112.0,SINGLE FAM.RES.-LAND,7400,0.17,A 
R0001115,3429.0,SF,1112.0,SINGLE FAM.RES.-LAND,3429,0.079,A 
R0001116,9386.0,SF,1112.0,SINGLE FAM.RES.-LAND,9386,0.215,A 
R0001118,5659.0,SF,1112.0,SINGLE FAM.RES.-LAND,5659,0.13,A 
R0001122,4194.0,SF,1112.0,SINGLE FAM.RES.-LAND,4194,0.096,A 
R0001124,11478.0,SF,1112.0,SINGLE FAM.RES.-LAND,11478,0.263,A 
R0001126,9301.0,SF,1112.0,SINGLE FAM.RES.-LAND,9301,0.214,A 
R0001133,26044.0,SF,1112.0,SINGLE FAM.RES.-LAND,26044,0.598,A 
R0001134,6240.0,SF,1112.0,SINGLE FAM.RES.-LAND,6240,0.143,A 
R0001137,6441.0,SF,1112.0,SINGLE FAM.RES.-LAND,6441,0.148,A 
R0001140,6817.0,SF,1112.0,SINGLE FAM.RES.-LAND,6817,0.156,A 
R0001142,7092.0,SF,1112.0,SINGLE FAM.RES.-LAND,7092,0.163,A 
R0001143,9463.0,SF,1112.0,SINGLE FAM.RES.-LAND,9463,0.217,A 
R0001145,11282.0,SF,1112.0,SINGLE FAM.RES.-LAND,11282,0.259,A 
R0001146,10754.0,SF,1112.0,SINGLE FAM.RES.-LAND,10754,0.247,A 
R0001147,7516.0,SF,1112.0,SINGLE FAM.RES.-LAND,7516,0.173,A 
R0001148,10616.0,SF,1112.0,SINGLE FAM.RES.-LAND,10616,0.244,A 
R0001149,7955.0,SF,1112.0,SINGLE FAM.RES.-LAND,7955,0.183,A 
R0001152,11932.0,SF,1112.0,SINGLE FAM.RES.-LAND,11932,0.274,A 
R0001155,4068.0,SF,1112.0,SINGLE FAM.RES.-LAND,4068,0.093,A 
R0001156,4090.0,SF,1112.0,SINGLE FAM.RES.-LAND,4090,0.094,A 
R0001157,6293.0,SF,1112.0,SINGLE FAM.RES.-LAND,6293,0.144,A 
R0001161,41589.0,SF,1112.0,SINGLE FAM.RES.-LAND,41589,0.955,A 
R0001169,23655.0,SF,1112.0,SINGLE FAM.RES.-LAND,23655,0.543,A 
R0001170,8261.0,SF,1112.0,SINGLE FAM.RES.-LAND,8261,0.19,A 
R0001173,10596.0,SF,1112.0,SINGLE FAM.RES.-LAND,10596,0.243,A 
R0001176,25624.0,SF,1112.0,SINGLE FAM.RES.-LAND,25624,0.588,A 
R0001178,8907.0,SF,1112.0,SINGLE FAM.RES.-LAND,8907,0.204,A 
R0001181,7998.0,SF,1112.0,SINGLE FAM.RES.-LAND,7998,0.184,A 
R0001182,7090.0,SF,1112.0,SINGLE FAM.RES.-LAND,7090,0.163,A 
R0001183,6349.0,SF,1112.0,SINGLE FAM.RES.-LAND,6349,0.146,A 
R0001188,10373.0,SF,1112.0,SINGLE FAM.RES.-LAND,10373,0.238,A 
R0001190,9050.0,SF,1112.0,SINGLE FAM.RES.-LAND,9110,0.2091,A 
R0001191,8369.0,SF,1112.0,SINGLE FAM.RES.-LAND,8369,0.192,A 
R0001192,7169.0,SF,1112.0,SINGLE FAM.RES.-LAND,7169,0.165,A 
R0001193,5865.0,SF,1112.0,SINGLE FAM.RES.-LAND,5865,0.135,A 
R0001194,9335.0,SF,1112.0,SINGLE FAM.RES.-LAND,9335,0.214,A 
R0001199,5621.0,SF,1112.0,SINGLE FAM.RES.-LAND,5621,0.129,A 
R0001200,9961.0,SF,1112.0,SINGLE FAM.RES.-LAND,9961,0.229,A 
R0001203,7950.0,SF,1112.0,SINGLE FAM.RES.-LAND,7950,0.183,A 
R0001204,6384.0,SF,1112.0,SINGLE FAM.RES.-LAND,6384,0.147,A 
R0001205,17960.0,SF,1112.0,SINGLE FAM.RES.-LAND,17960,0.412,A 
R0001209,10098.0,SF,1112.0,SINGLE FAM.RES.-LAND,10098,0.232,A 
R0001210,6268.0,SF,1112.0,SINGLE FAM.RES.-LAND,6268,0.144,A 
R0001211,8142.0,SF,1112.0,SINGLE FAM.RES.-LAND,8142,0.187,A 
R0001212,14455.0,SF,1112.0,SINGLE FAM.RES.-LAND,14455,0.332,A 
R0001214,4573.0,SF,1112.0,SINGLE FAM.RES.-LAND,4573,0.105,A 
R0001215,7205.0,SF,1112.0,SINGLE FAM.RES.-LAND,7205,0.165,A 
R0001216,8270.0,SF,1112.0,SINGLE FAM.RES.-LAND,8270,0.19,A 
R0001217,7952.0,SF,1112.0,SINGLE FAM.RES.-LAND,7952,0.183,A 
R0001218,6313.0,SF,1112.0,SINGLE FAM.RES.-LAND,6313,0.145,A 
R0001220,6302.0,SF,1112.0,SINGLE FAM.RES.-LAND,6302,0.145,A 
R0001221,6317.0,SF,1112.0,SINGLE FAM.RES.-LAND,6317,0.145,A 
R0001224,14127.0,SF,1112.0,SINGLE FAM.RES.-LAND,14127,0.324,A 
R0001226,9010.0,SF,1112.0,SINGLE FAM.RES.-LAND,9010,0.207,A 
R0001235,8147.0,SF,1112.0,SINGLE FAM.RES.-LAND,8147,0.187,A 
R0001236,7950.0,SF,1112.0,SINGLE FAM.RES.-LAND,7950,0.183,A 
R0001237,10969.0,SF,1112.0,SINGLE FAM.RES.-LAND,10969,0.252,A 
R0001238,4662.0,SF,1112.0,SINGLE FAM.RES.-LAND,4662,0.107,A 
R0001240,8401.0,SF,1112.0,SINGLE FAM.RES.-LAND,8401,0.193,A 
R0001243,11426.0,SF,1112.0,SINGLE FAM.RES.-LAND,11426,0.262,A 
R0001244,13487.0,SF,1112.0,SINGLE FAM.RES.-LAND,13487,0.31,A 
R0001245,10128.0,SF,1112.0,SINGLE FAM.RES.-LAND,10128,0.233,A 
R0001246,8150.0,SF,1112.0,SINGLE FAM.RES.-LAND,8150,0.187,A 
R0001247,10954.0,SF,1112.0,SINGLE FAM.RES.-LAND,10954,0.251,A 
R0001248,6350.0,SF,1112.0,SINGLE FAM.RES.-LAND,6350,0.146,A 
R0001249,7204.0,SF,1112.0,SINGLE FAM.RES.-LAND,7204,0.165,A 
R0001251,2484.0,SF,1112.0,SINGLE FAM.RES.-LAND,2484,0.057,A 
R0001252,8452.0,SF,1112.0,SINGLE FAM.RES.-LAND,8452,0.194,A 
R0001255,8972.0,SF,1112.0,SINGLE FAM.RES.-LAND,8972,0.206,A 
R0001256,9086.0,SF,1112.0,SINGLE FAM.RES.-LAND,9086,0.209,A 
R0001257,6824.0,SF,1112.0,SINGLE FAM.RES.-LAND,6824,0.157,A 
R0001262,10872.0,SF,1112.0,SINGLE FAM.RES.-LAND,10872,0.25,A 
R0001263,6152.0,SF,1112.0,SINGLE FAM.RES.-LAND,6152,0.141,A 
R0001264,7022.0,SF,1112.0,SINGLE FAM.RES.-LAND,7022,0.161,A 
R0001265,9405.0,SF,1112.0,SINGLE FAM.RES.-LAND,9405,0.216,A 
R0001266,6006.0,SF,1112.0,SINGLE FAM.RES.-LAND,6006,0.138,A 
R0001272,6761.0,SF,1112.0,SINGLE FAM.RES.-LAND,6761,0.155,A 
R0001273,13054.0,SF,1112.0,SINGLE FAM.RES.-LAND,13054,0.3,A 
R0001274,7575.0,SF,1112.0,SINGLE FAM.RES.-LAND,7575,0.174,A 
R0001275,6785.0,SF,1112.0,SINGLE FAM.RES.-LAND,6785,0.156,A 
R0001277,16951.0,SF,1112.0,SINGLE FAM.RES.-LAND,16951,0.389,A 
R0001278,9251.0,SF,1112.0,SINGLE FAM.RES.-LAND,9251,0.212,A 
R0001280,9945.0,SF,1112.0,SINGLE FAM.RES.-LAND,9945,0.2283,A 
R0001285,10649.0,SF,1112.0,SINGLE FAM.RES.-LAND,10649,0.244,A 
R0001286,16224.0,SF,1112.0,SINGLE FAM.RES.-LAND,16224,0.372,A 
R0001287,9908.0,SF,1112.0,SINGLE FAM.RES.-LAND,9908,0.227,A 
R0001288,9965.0,SF,1112.0,SINGLE FAM.RES.-LAND,9965,0.229,A 
R0001289,8030.0,SF,1112.0,SINGLE FAM.RES.-LAND,8030,0.184,A 
R0001291,6379.0,SF,1112.0,SINGLE FAM.RES.-LAND,6379,0.146,A 
R0001295,16784.0,SF,1112.0,SINGLE FAM.RES.-LAND,16784,0.385,A 
R0001300,6082.0,SF,1112.0,SINGLE FAM.RES.-LAND,6082,0.14,A 
R0001302,7914.0,SF,1112.0,SINGLE FAM.RES.-LAND,7914,0.182,A 
R0001304,3931.0,SF,1112.0,SINGLE FAM.RES.-LAND,3931,0.09,A 
R0001310,5331.0,SF,1112.0,SINGLE FAM.RES.-LAND,5331,0.122,A 
R0001311,4275.0,SF,1112.0,SINGLE FAM.RES.-LAND,4275,0.098,A 
R0001312,6404.0,SF,1112.0,SINGLE FAM.RES.-LAND,6404,0.147,A 
R0001320,10606.0,SF,1112.0,SINGLE FAM.RES.-LAND,10606,0.243,A 
R0001322,8656.0,SF,1112.0,SINGLE FAM.RES.-LAND,8656,0.199,A 
R0001323,11746.0,SF,1112.0,SINGLE FAM.RES.-LAND,11746,0.27,A 
R0001324,4623.0,SF,1112.0,SINGLE FAM.RES.-LAND,4623,0.106,A 
R0001325,3167.0,SF,1112.0,SINGLE FAM.RES.-LAND,3167,0.073,A 
R0001326,7698.0,SF,1112.0,SINGLE FAM.RES.-LAND,7698,0.1767,A 
R0001327,7875.0,SF,1112.0,SINGLE FAM.RES.-LAND,7875,0.181,A 
R0001329,7268.0,SF,1112.0,SINGLE FAM.RES.-LAND,7268,0.167,A 
R0001330,6153.0,SF,1112.0,SINGLE FAM.RES.-LAND,6153,0.141,A 
R0001331,6733.0,SF,1112.0,SINGLE FAM.RES.-LAND,6733,0.155,A 
R0001340,7097.0,SF,1112.0,SINGLE FAM.RES.-LAND,7097,0.163,A 
R0001342,13070.0,SF,1112.0,SINGLE FAM.RES.-LAND,13070,0.3,A 
R0001343,3634.0,SF,1112.0,SINGLE FAM.RES.-LAND,3634,0.083,A 
R0001345,3689.0,SF,1112.0,SINGLE FAM.RES.-LAND,3689,0.085,A 
R0001348,7189.0,SF,1112.0,SINGLE FAM.RES.-LAND,7189,0.165,A 
R0001358,8066.0,SF,1112.0,SINGLE FAM.RES.-LAND,8066,0.185,A 
R0001360,7017.0,SF,1112.0,SINGLE FAM.RES.-LAND,7017,0.161,A 
R0001362,7702.0,SF,1112.0,SINGLE FAM.RES.-LAND,7702,0.177,A 
R0001363,10545.0,SF,1112.0,SINGLE FAM.RES.-LAND,10545,0.242,A 
R0001364,4568.0,SF,1112.0,SINGLE FAM.RES.-LAND,4568,0.105,A 
R0001366,6436.0,SF,1112.0,SINGLE FAM.RES.-LAND,6436,0.148,A 
R0001367,10520.0,SF,1112.0,SINGLE FAM.RES.-LAND,10520,0.242,A 
R0001369,6421.0,SF,1112.0,SINGLE FAM.RES.-LAND,6421,0.147,A 
R0001371,9187.0,SF,1112.0,SINGLE FAM.RES.-LAND,9187,0.211,A 
R0001372,26072.0,SF,1112.0,SINGLE FAM.RES.-LAND,26072,0.599,A 
R0001374,10805.0,SF,1112.0,SINGLE FAM.RES.-LAND,10805,0.248,A 
R0001375,6281.0,SF,1112.0,SINGLE FAM.RES.-LAND,6281,0.144,A 
R0001377,5871.0,SF,1112.0,SINGLE FAM.RES.-LAND,5871,0.135,A 
R0001381,6159.0,SF,1112.0,SINGLE FAM.RES.-LAND,6159,0.141,A 
R0001388,9586.0,SF,1112.0,SINGLE FAM.RES.-LAND,9586,0.22,A 
R0001389,6926.0,SF,1112.0,SINGLE FAM.RES.-LAND,6926,0.159,A 
R0001392,7683.0,SF,1112.0,SINGLE FAM.RES.-LAND,7683,0.176,A 
R0001393,3982.0,SF,1112.0,SINGLE FAM.RES.-LAND,3982,0.091,A 
R0001405,9613.0,SF,1112.0,SINGLE FAM.RES.-LAND,9613,0.221,A 
R0001406,27271.0,SF,1112.0,SINGLE FAM.RES.-LAND,27271,0.626,A 
R0001407,6079.0,SF,1112.0,SINGLE FAM.RES.-LAND,6079,0.14,A 
R0001408,5295.0,SF,1112.0,SINGLE FAM.RES.-LAND,5295,0.122,A 
R0001411,7827.0,SF,1112.0,SINGLE FAM.RES.-LAND,7827,0.18,A 
R0001412,12430.0,SF,1112.0,SINGLE FAM.RES.-LAND,12430,0.285,A 
R0001413,9522.0,SF,1112.0,SINGLE FAM.RES.-LAND,9522,0.219,A 
R0001421,6686.0,SF,1112.0,SINGLE FAM.RES.-LAND,6686,0.153,A 
R0001422,6756.0,SF,1112.0,SINGLE FAM.RES.-LAND,6756,0.155,A 
R0001423,6201.0,SF,1112.0,SINGLE FAM.RES.-LAND,6201,0.142,A 
R0001424,7193.0,SF,1112.0,SINGLE FAM.RES.-LAND,7193,0.165,A 
R0001428,5832.0,SF,1112.0,SINGLE FAM.RES.-LAND,5832,0.134,A 
R0001430,3672.0,SF,1112.0,SINGLE FAM.RES.-LAND,3672,0.084,A 
R0001436,6306.0,SF,1112.0,SINGLE FAM.RES.-LAND,6306,0.145,A 
R0001438,6466.0,SF,1112.0,SINGLE FAM.RES.-LAND,6466,0.148,A 
R0001441,3865.0,SF,1112.0,SINGLE FAM.RES.-LAND,3865,0.089,A 
R0001444,5285.0,SF,1112.0,SINGLE FAM.RES.-LAND,5285,0.121,A 
R0001445,3508.0,SF,1112.0,SINGLE FAM.RES.-LAND,3508,0.081,A 
R0001448,7860.0,SF,1112.0,SINGLE FAM.RES.-LAND,7860,0.18,A 
R0001453,6774.0,SF,1112.0,SINGLE FAM.RES.-LAND,6774,0.156,A 
R0001455,8459.0,SF,1112.0,SINGLE FAM.RES.-LAND,8459,0.194,A 
R0001456,15216.0,SF,1112.0,SINGLE FAM.RES.-LAND,15216,0.349,A 
R0001457,6796.0,SF,1112.0,SINGLE FAM.RES.-LAND,6796,0.156,A 
R0001458,9022.0,SF,1112.0,SINGLE FAM.RES.-LAND,9022,0.207,A 
R0001460,6832.0,SF,1112.0,SINGLE FAM.RES.-LAND,6832,0.157,A 
R0001461,7953.0,SF,1112.0,SINGLE FAM.RES.-LAND,7953,0.183,A 
R0001462,3225.0,SF,1112.0,SINGLE FAM.RES.-LAND,3225,0.074,A 
R0001463,9011.0,SF,1112.0,SINGLE FAM.RES.-LAND,9011,0.207,A 
R0001464,9999.0,SF,1112.0,SINGLE FAM.RES.-LAND,9999,0.23,A 
R0001465,6458.0,SF,1112.0,SINGLE FAM.RES.-LAND,6458,0.148,A 
R0001467,9254.0,SF,1112.0,SINGLE FAM.RES.-LAND,9254,0.212,A 
R0001468,7929.0,SF,1112.0,SINGLE FAM.RES.-LAND,7929,0.182,A 
R0001471,7011.0,SF,1112.0,SINGLE FAM.RES.-LAND,7011,0.161,A 
R0001472,8098.0,SF,1112.0,SINGLE FAM.RES.-LAND,8098,0.186,A 
R0001473,6434.0,SF,1112.0,SINGLE FAM.RES.-LAND,6434,0.148,A 
R0001476,7950.0,SF,1112.0,SINGLE FAM.RES.-LAND,7950,0.183,A 
R0001479,9864.0,SF,1112.0,SINGLE FAM.RES.-LAND,9864,0.226,A 
R0001481,8840.0,SF,1112.0,SINGLE FAM.RES.-LAND,8840,0.203,A 
R0001487,5214.0,SF,1112.0,SINGLE FAM.RES.-LAND,5214,0.12,A 
R0001488,7840.0,SF,1112.0,SINGLE FAM.RES.-LAND,7840,0.18,A 
R0001496,6968.0,SF,1112.0,SINGLE FAM.RES.-LAND,6968,0.16,A 
R0001497,8921.0,SF,1112.0,SINGLE FAM.RES.-LAND,8921,0.205,A 
R0001502,8424.0,SF,1112.0,SINGLE FAM.RES.-LAND,8424,0.193,A 
R0001503,7211.0,SF,1112.0,SINGLE FAM.RES.-LAND,7211,0.166,A 
R0001504,18125.0,SF,1112.0,SINGLE FAM.RES.-LAND,18125,0.416,A 
R0001505,7991.0,SF,1112.0,SINGLE FAM.RES.-LAND,7991,0.183,A 
R0001509,8608.0,SF,1112.0,SINGLE FAM.RES.-LAND,8608,0.198,A 
R0001517,14193.0,SF,1112.0,SINGLE FAM.RES.-LAND,14193,0.326,A 
R0001519,7370.0,SF,1112.0,SINGLE FAM.RES.-LAND,7370,0.169,A 
R0001520,2807.0,SF,1112.0,SINGLE FAM.RES.-LAND,2807,0.064,A 
R0001521,7487.0,SF,1112.0,SINGLE FAM.RES.-LAND,7487,0.172,A 
R0001523,6565.0,SF,1112.0,SINGLE FAM.RES.-LAND,6565,0.151,A 
R0001524,19585.0,SF,1112.0,SINGLE FAM.RES.-LAND,19585,0.45,A 
R0001525,7192.0,SF,1112.0,SINGLE FAM.RES.-LAND,7192,0.165,A 
R0001526,6360.0,SF,1112.0,SINGLE FAM.RES.-LAND,6360,0.146,A 
R0001527,7511.0,SF,1112.0,SINGLE FAM.RES.-LAND,7511,0.172,A 
R0001530,4786.0,SF,1112.0,SINGLE FAM.RES.-LAND,4786,0.11,A 
R0001533,6351.0,SF,1112.0,SINGLE FAM.RES.-LAND,6351,0.146,A 
