strap,tax_yr,bldAcutalVal,LandAcutalVal,xfActualVal,totalActualVal,landAssessedVal,bldAssessedVal,xfAssessedVal,totalAssessedVal,status_cd
R0000904,2021,445100,1242000,,1687100,88803.0,31825.0,,120628,A 
R0000906,2021,558900,769400,,1328300,55012.0,39961.0,,94973,A 
R0000907,2021,205800,1084900,,1290700,77570.0,14715.0,,92285,A 
R0000920,2021,741300,736900,,1478200,52688.0,53003.0,,105691,A 
R0000929,2021,415600,617500,,1033100,44151.0,29715.0,,73866,A 
R0000956,2021,131760,1185840,,1317600,84788.0,9421.0,,94209,A 
R0000957,2021,1310900,997600,,2308500,71328.0,93729.0,,165057,A 
R0000958,2021,119000,742400,,861400,53082.0,8509.0,,61591,A 
R0000971,2021,1050700,689700,,1740400,49314.0,75125.0,,124439,A 
R0000978,2021,2382500,1153900,,3536400,82504.0,170349.0,,252853,A 
R0000981,2021,1905400,702600,,2608000,50236.0,136236.0,,186472,A 
R0000982,2021,146900,675400,,822300,48291.0,10503.0,,58794,A 
R0000983,2021,293400,665000,,958400,47548.0,20978.0,,68526,A 
R0000984,2021,880400,1093400,,1973800,78178.0,62949.0,,141127,A 
R0000985,2021,302100,387300,,689400,27692.0,21600.0,,49292,A 
R0000989,2021,108180,645700,,753880,46168.0,7735.0,,53903,A 
R0000990,2021,698000,599600,,1297600,42871.0,49907.0,,92778,A 
R0000993,2021,492400,704600,,1197000,50379.0,35207.0,,85586,A 
R0000996,2021,1481600,862700,,2344300,61683.0,105934.0,,167617,A 
R0000999,2021,83790,754110,,837900,53919.0,5991.0,,59910,A 
R0001004,2021,420400,457000,,877400,32676.0,30059.0,,62735,A 
R0001005,2021,164000,625500,,789500,44723.0,11726.0,,56449,A 
R0001006,2021,427100,547400,,974500,39139.0,30538.0,,69677,A 
R0001008,2021,334900,633900,,968800,45324.0,23945.0,,69269,A 
R0001011,2021,620000,744700,,1364700,53246.0,44330.0,,97576,A 
R0001012,2021,418900,383500,,802400,27420.0,29951.0,,57371,A 
R0001014,2021,561100,1322000,,1883100,94523.0,40119.0,,134642,A 
R0001017,2021,3629300,1197500,,4826800,85621.0,259495.0,,345116,A 
R0001018,2021,611400,526600,,1138000,37652.0,43715.0,,81367,A 
R0001025,2021,1371200,1242900,,2614100,88867.0,98041.0,,186908,A 
R0001026,2021,168500,693500,,862000,49585.0,12047.0,,61632,A 
R0001029,2021,405700,1374800,,1780500,98298.0,29008.0,,127306,A 
R0001030,2021,98220,883980,,982200,63205.0,7023.0,,70228,A 
R0001033,2021,679600,752500,,1432100,53804.0,48591.0,,102395,A 
R0001034,2021,493400,667600,,1161000,47733.0,35278.0,,83011,A 
R0001036,2021,155000,615000,,770000,43973.0,11083.0,,55056,A 
R0001037,2021,515200,1037200,,1552400,74160.0,36837.0,,110997,A 
R0001041,2021,252400,664300,,916700,47497.0,18047.0,,65544,A 
R0001045,2021,90800,574900,,665700,41105.0,6492.0,,47597,A 
R0001046,2021,87340,786060,,873400,56203.0,6245.0,,62448,A 
R0001051,2021,660400,759300,,1419700,54290.0,47219.0,,101509,A 
R0001052,2021,436300,474200,,910500,33905.0,31195.0,,65100,A 
R0001054,2021,96200,662900,,759100,47397.0,6878.0,,54275,A 
R0001055,2021,159700,728100,,887800,52059.0,11419.0,,63478,A 
R0001067,2021,73180,658620,,731800,47091.0,5232.0,,52323,A 
R0001069,2021,558900,735000,,1293900,52553.0,39961.0,,92514,A 
R0001070,2021,484800,987400,,1472200,70599.0,34663.0,,105262,A 
R0001071,2021,175000,683800,,858800,48892.0,12513.0,,61405,A 
R0001074,2021,86220,775980,,862200,55483.0,6165.0,,61648,A 
R0001075,2021,221200,441400,,662600,31560.0,15816.0,,47376,A 
R0001076,2021,138200,711100,,849300,50844.0,9881.0,,60725,A 
R0001082,2021,920200,776700,,1696900,55534.0,65794.0,,121328,A 
R0001084,2021,1347200,996300,,2343500,71235.0,96325.0,,167560,A 
R0001090,2021,217100,746500,,963600,53375.0,15523.0,,68898,A 
R0001091,2021,423800,680400,,1104200,48649.0,30302.0,,78951,A 
R0001095,2021,664500,707800,,1372300,50608.0,47512.0,,98120,A 
R0001096,2021,179430,1614870,,1794300,115463.0,12829.0,,128292,A 
R0001098,2021,106400,957600,,1064000,68468.0,7608.0,,76076,A 
R0001100,2021,716000,718400,,1434400,51366.0,51194.0,,102560,A 
R0001102,2021,720800,1038500,,1759300,74253.0,51537.0,,125790,A 
R0001106,2021,110710,972990,,1083700,69569.0,7916.0,,77485,A 
R0001109,2021,210000,620000,,830000,44330.0,15015.0,,59345,A 
R0001115,2021,221700,727200,,948900,51995.0,15852.0,,67847,A 
R0001116,2021,1536800,1203200,,2740000,86029.0,109881.0,,195910,A 
R0001118,2021,100070,900630,,1000700,64395.0,7155.0,,71550,A 
R0001122,2021,327700,582300,,910000,41634.0,23431.0,,65065,A 
R0001124,2021,116600,857900,,974500,61340.0,8337.0,,69677,A 
R0001126,2021,384800,934500,,1319300,66817.0,27513.0,,94330,A 
R0001133,2021,408210,1204500,,1612710,86122.0,29187.0,,115309,A 
R0001134,2021,336700,661300,,998000,47283.0,24074.0,,71357,A 
R0001137,2021,214800,350500,,565300,25061.0,15358.0,,40419,A 
R0001140,2021,323600,691200,,1014800,49421.0,23137.0,,72558,A 
R0001142,2021,300100,761700,,1061800,54462.0,21457.0,,75919,A 
R0001143,2021,523400,1208100,,1731500,86379.0,37423.0,,123802,A 
R0001145,2021,159400,691500,,850900,49442.0,11397.0,,60839,A 
R0001146,2021,74900,668100,,743000,47769.0,5355.0,,53124,A 
R0001147,2021,104600,941400,,1046000,67310.0,7479.0,,74789,A 
R0001148,2021,259100,451200,,710300,32261.0,18526.0,,50787,A 
R0001149,2021,444500,570800,,1015300,40812.0,31782.0,,72594,A 
R0001152,2021,70060,630540,,700600,45084.0,5009.0,,50093,A 
R0001155,2021,95020,855180,,950200,61145.0,6794.0,,67939,A 
R0001156,2021,211500,658100,,869600,47054.0,15122.0,,62176,A 
R0001157,2021,1829500,985200,,2814700,70442.0,130809.0,,201251,A 
R0001161,2021,232800,983300,,1216100,70306.0,16645.0,,86951,A 
R0001169,2021,1305900,841900,,2147800,60196.0,93372.0,,153568,A 
R0001170,2021,125500,678400,,803900,48506.0,8973.0,,57479,A 
R0001173,2021,335800,997500,,1333300,71321.0,24010.0,,95331,A 
R0001176,2021,211070,1899630,,2110700,135824.0,15092.0,,150916,A 
R0001178,2021,96000,625100,,721100,44695.0,6864.0,,51559,A 
R0001181,2021,72400,612300,,684700,43779.0,5177.0,,48956,A 
R0001182,2021,229400,621900,,851300,44466.0,16402.0,,60868,A 
R0001183,2021,90580,815220,,905800,58288.0,6476.0,,64764,A 
R0001188,2021,99830,898470,,998300,64241.0,7138.0,,71379,A 
R0001190,2021,436800,979000,,1415800,69999.0,31231.0,,101230,A 
R0001191,2021,346400,867700,,1214100,62041.0,24768.0,,86809,A 
R0001192,2021,352200,340600,,692800,24353.0,25182.0,,49535,A 
R0001193,2021,188500,299100,,487600,21386.0,13478.0,,34864,A 
R0001194,2021,429700,1187400,,1617100,84899.0,30724.0,,115623,A 
R0001199,2021,1018000,1025800,,2043800,73345.0,72787.0,,146132,A 
R0001200,2021,672700,1390200,,2062900,99399.0,48098.0,,147497,A 
R0001203,2021,206800,641100,,847900,45839.0,14786.0,,60625,A 
R0001204,2021,592400,992300,,1584700,70949.0,42357.0,,113306,A 
R0001205,2021,2263000,1393600,,3656600,99642.0,161805.0,,261447,A 
R0001209,2021,2139300,841200,,2980500,60146.0,152960.0,,213106,A 
R0001210,2021,363200,662800,,1026000,47390.0,25969.0,,73359,A 
R0001211,2021,110850,977500,,1088350,69891.0,7926.0,,77817,A 
R0001212,2021,527400,1306600,,1834000,93422.0,37709.0,,131131,A 
R0001214,2021,415800,566100,,981900,40476.0,29730.0,,70206,A 
R0001215,2021,342300,1054200,,1396500,75375.0,24474.0,,99849,A 
R0001216,2021,697300,454000,,1151300,32461.0,49857.0,,82318,A 
R0001217,2021,72090,648810,,720900,46390.0,5154.0,,51544,A 
R0001218,2021,216600,347000,,563600,24811.0,15487.0,,40298,A 
R0001220,2021,700900,413000,,1113900,29530.0,50114.0,,79644,A 
R0001221,2021,415900,383200,,799100,27399.0,29737.0,,57136,A 
R0001224,2021,693600,951800,,1645400,68054.0,49592.0,,117646,A 
R0001226,2021,341000,649900,,990900,46468.0,24382.0,,70850,A 
R0001235,2021,295400,673700,,969100,48170.0,21121.0,,69291,A 
R0001236,2021,105660,950940,,1056600,67992.0,7555.0,,75547,A 
R0001237,2021,111800,781700,,893500,55892.0,7994.0,,63886,A 
R0001238,2021,84540,760860,,845400,54401.0,6045.0,,60446,A 
R0001240,2021,393800,759300,,1153100,54290.0,28157.0,,82447,A 
R0001243,2021,102070,856000,,958070,61204.0,7298.0,,68502,A 
R0001244,2021,90480,814320,,904800,58224.0,6469.0,,64693,A 
R0001245,2021,79884,747360,,827244,53436.0,5712.0,,59148,A 
R0001246,2021,430200,649100,,1079300,46411.0,30759.0,,77170,A 
R0001247,2021,228600,1299800,,1528400,92936.0,16345.0,,109281,A 
R0001248,2021,96600,869400,,966000,62162.0,6907.0,,69069,A 
R0001249,2021,1565400,1054100,,2619500,75368.0,111926.0,,187294,A 
R0001251,2021,265100,619000,,884100,44259.0,18955.0,,63214,A 
R0001252,2021,228700,686200,,914900,49063.0,16352.0,,65415,A 
R0001255,2021,363300,454400,,817700,32490.0,25976.0,,58466,A 
R0001256,2021,358300,445100,,803400,31825.0,25618.0,,57443,A 
R0001257,2021,674400,684300,,1358700,48927.0,48220.0,,97147,A 
R0001262,2021,200900,1295000,,1495900,92593.0,14364.0,,106957,A 
R0001263,2021,655200,656600,,1311800,46947.0,46847.0,,93794,A 
R0001264,2021,330000,623000,,953000,44545.0,23595.0,,68140,A 
R0001265,2021,72380,651420,,723800,46577.0,5175.0,,51752,A 
R0001266,2021,423700,962500,,1386200,68819.0,30295.0,,99114,A 
R0001272,2021,887300,688300,,1575600,49213.0,63442.0,,112655,A 
R0001273,2021,1565500,1419000,,2984500,101459.0,111933.0,,213392,A 
R0001274,2021,191400,728600,,920000,52095.0,13685.0,,65780,A 
R0001275,2021,1755600,689500,,2445100,49299.0,125525.0,,174824,A 
R0001277,2021,706940,1235000,,1941940,88303.0,50546.0,,138849,A 
R0001278,2021,279900,420000,,699900,30030.0,20013.0,,50043,A 
R0001280,2021,287900,1364400,,1652300,97555.0,20585.0,,118140,A 
R0001285,2021,540600,1575700,,2116300,112663.0,38653.0,,151316,A 
R0001286,2021,93350,840150,,933500,60071.0,6675.0,,66746,A 
R0001287,2021,1843600,1361900,,3205500,97376.0,131817.0,,229193,A 
R0001288,2021,217900,1359100,,1577000,97176.0,15580.0,,112756,A 
R0001289,2021,231400,668800,,900200,47819.0,16545.0,,64364,A 
R0001291,2021,210900,311900,,522800,22301.0,15079.0,,37380,A 
R0001295,2021,1833200,1609000,,3442200,115044.0,131074.0,,246118,A 
R0001300,2021,335300,968600,,1303900,69255.0,23974.0,,93229,A 
R0001302,2021,257700,664000,,921700,47476.0,18426.0,,65902,A 
R0001304,2021,104600,717400,,822000,51294.0,7479.0,,58773,A 
R0001310,2021,520200,906800,,1427000,64836.0,37194.0,,102030,A 
R0001311,2021,315450,620200,,935650,44344.0,22555.0,,66899,A 
R0001312,2021,189900,597300,,787200,42707.0,13578.0,,56285,A 
R0001320,2021,1092200,1334900,,2427100,95445.0,78092.0,,173537,A 
R0001322,2021,1145200,464500,,1609700,33212.0,81882.0,,115094,A 
R0001323,2021,64100,576900,,641000,41248.0,4583.0,,45831,A 
R0001324,2021,252200,610700,,862900,43665.0,18032.0,,61697,A 
R0001325,2021,826300,533800,,1360100,38167.0,59080.0,,97247,A 
R0001326,2021,485900,1200400,,1686300,85829.0,34742.0,,120571,A 
R0001327,2021,189600,387500,,577100,27706.0,13556.0,,41262,A 
R0001329,2021,193000,372300,,565300,26619.0,13800.0,,40419,A 
R0001330,2021,83880,754920,,838800,53977.0,5997.0,,59974,A 
R0001331,2021,492200,409700,,901900,29294.0,35192.0,,64486,A 
R0001340,2021,260200,607200,,867400,43415.0,18604.0,,62019,A 
R0001342,2021,1400190,1564200,,2964390,111840.0,100114.0,,211954,A 
R0001343,2021,543600,445000,,988600,31818.0,38867.0,,70685,A 
R0001345,2021,328100,754300,,1082400,53932.0,23459.0,,77391,A 
R0001348,2021,446900,1160100,,1607000,82947.0,31953.0,,114900,A 
R0001358,2021,416300,670300,,1086600,47926.0,29765.0,,77691,A 
R0001360,2021,134100,625200,,759300,44702.0,9588.0,,54290,A 
R0001362,2021,1705900,1340100,,3046000,95817.0,121972.0,,217789,A 
R0001363,2021,1645500,1405000,,3050500,100458.0,117653.0,,218111,A 
R0001364,2021,440840,839400,,1280240,60017.0,31520.0,,91537,A 
R0001366,2021,5500,659400,,664900,47147.0,393.0,,47540,A 
R0001367,2021,352200,765500,,1117700,54733.0,25182.0,,79915,A 
R0001369,2021,615000,995200,,1610200,71157.0,43973.0,,115130,A 
R0001371,2021,396700,1190400,,1587100,85114.0,28364.0,,113478,A 
R0001372,2021,89660,806940,,896600,57696.0,6411.0,,64107,A 
R0001374,2021,255300,676700,,932000,48384.0,18254.0,,66638,A 
R0001375,2021,442400,346100,,788500,24746.0,31632.0,,56378,A 
R0001377,2021,169000,299200,,468200,21393.0,12084.0,,33477,A 
R0001381,2021,1782400,974700,,2757100,69691.0,127442.0,,197133,A 
R0001388,2021,81040,729360,,810400,52149.0,5794.0,,57943,A 
R0001389,2021,158800,621100,,779900,44409.0,11354.0,,55763,A 
R0001392,2021,125300,704500,,829800,50372.0,8959.0,,59331,A 
R0001393,2021,303400,649400,,952800,46432.0,21693.0,,68125,A 
R0001405,2021,425400,1009000,,1434400,72144.0,30416.0,,102560,A 
R0001406,2021,1227600,1975800,,3203400,141270.0,87773.0,,229043,A 
R0001407,2021,655900,968300,,1624200,69233.0,46897.0,,116130,A 
R0001408,2021,408500,609100,,1017600,43551.0,29208.0,,72759,A 
R0001411,2021,1023900,1098800,,2122700,78564.0,73209.0,,151773,A 
R0001412,2021,365800,1379200,,1745000,98613.0,26155.0,,124768,A 
R0001413,2021,102370,921330,,1023700,65875.0,7319.0,,73194,A 
R0001421,2021,301700,677400,,979100,48434.0,21572.0,,70006,A 
R0001422,2021,70670,636030,,706700,45476.0,5053.0,,50529,A 
R0001423,2021,91150,820350,,911500,58655.0,6517.0,,65172,A 
R0001424,2021,117100,1053300,,1170400,75311.0,8373.0,,83684,A 
R0001428,2021,240100,333500,,573600,23845.0,17167.0,,41012,A 
R0001430,2021,400300,623600,,1023900,44587.0,28621.0,,73208,A 
R0001436,2021,170900,346800,,517700,24796.0,12219.0,,37015,A 
R0001438,2021,163000,351100,,514100,25104.0,11655.0,,36759,A 
R0001441,2021,500100,589700,,1089800,42164.0,35757.0,,77921,A 
R0001444,2021,149270,660600,,809870,47233.0,10673.0,,57906,A 
R0001445,2021,59200,532800,,592000,38095.0,4233.0,,42328,A 
R0001448,2021,1764400,840900,,2605300,60124.0,126154.0,,186278,A 
R0001453,2021,186000,719200,,905200,51423.0,13299.0,,64722,A 
R0001455,2021,61450,553050,,614500,39543.0,4394.0,,43937,A 
R0001456,2021,2083600,1532000,,3615600,109538.0,148977.0,,258515,A 
R0001457,2021,123300,615300,,738600,43994.0,8816.0,,52810,A 
R0001458,2021,641500,1299600,,1941100,92921.0,45867.0,,138788,A 
R0001460,2021,355400,850600,,1206000,60818.0,25411.0,,86229,A 
R0001461,2021,384600,1107600,,1492200,79193.0,27499.0,,106692,A 
R0001462,2021,340500,475400,,815900,33991.0,24346.0,,58337,A 
R0001463,2021,599700,511500,,1111200,36572.0,42879.0,,79451,A 
R0001464,2021,490800,1029000,,1519800,73574.0,35092.0,,108666,A 
R0001465,2021,208100,599800,,807900,42886.0,14879.0,,57765,A 
R0001467,2021,1736400,1194700,,2931100,85421.0,124153.0,,209574,A 
R0001468,2021,139300,664600,,803900,47519.0,9960.0,,57479,A 
R0001471,2021,365700,418100,,783800,29894.0,26148.0,,56042,A 
R0001472,2021,1352200,1231200,,2583400,88031.0,96682.0,,184713,A 
R0001473,2021,384200,350300,,734500,25046.0,27470.0,,52516,A 
R0001476,2021,70450,634050,,704500,45335.0,5037.0,,50372,A 
R0001479,2021,467100,1022100,,1489200,73080.0,33398.0,,106478,A 
R0001481,2021,1136000,967600,,2103600,69183.0,81224.0,,150407,A 
R0001487,2021,320000,649300,,969300,46425.0,22880.0,,69305,A 
R0001488,2021,276000,1211500,,1487500,86622.0,19734.0,,106356,A 
R0001496,2021,692900,1036700,,1729600,74124.0,49542.0,,123666,A 
R0001497,2021,371400,697600,,1069000,49878.0,26555.0,,76433,A 
R0001502,2021,109220,982980,,1092200,70283.0,7809.0,,78092,A 
R0001503,2021,225300,331600,,556900,23709.0,16109.0,,39818,A 
R0001504,2021,372800,1078100,,1450900,77084.0,26655.0,,103739,A 
R0001505,2021,299000,667200,,966200,47705.0,21379.0,,69084,A 
R0001509,2021,95500,604000,,699500,43186.0,6828.0,,50014,A 
R0001517,2021,2199100,1630000,,3829100,116545.0,157235.0,,273780,A 
R0001519,2021,738200,814300,,1552500,58222.0,52781.0,,111003,A 
R0001520,2021,416700,658000,,1074700,47047.0,29794.0,,76841,A 
R0001521,2021,113900,724300,,838200,51787.0,8144.0,,59931,A 
R0001523,2021,222900,353800,,576700,25297.0,15937.0,,41234,A 
R0001524,2021,207280,1865520,,2072800,133385.0,14821.0,,148206,A 
R0001525,2021,349100,370300,,719400,26476.0,24961.0,,51437,A 
R0001526,2021,146400,979700,,1126100,70049.0,10468.0,,80517,A 
R0001527,2021,301800,378500,,680300,27063.0,21579.0,,48642,A 
R0001530,2021,420600,859200,,1279800,61433.0,30073.0,,91506,A 
R0001533,2021,381400,667100,,1048500,47698.0,27270.0,,74968,A 
R0001536,2021,232000,572800,,804800,40955.0,16588.0,,57543,A 
R0001539,2021,658900,715500,,1374400,51158.0,47111.0,,98269,A 
R0001544,2021,881000,619400,,1500400,44287.0,62992.0,,107279,A 
R0001548,2021,1245900,1146800,,2392700,81996.0,89082.0,,171078,A 
R0001549,2021,213700,673800,,887500,48177.0,15280.0,,63457,A 
R0001551,2021,250700,623500,,874200,44580.0,17925.0,,62505,A 
R0001555,2021,112130,1009170,,1121300,72156.0,8017.0,,80173,A 
R0001561,2021,343800,350400,,694200,25054.0,24582.0,,49636,A 
R0001562,2021,376700,612600,,989300,43801.0,26934.0,,70735,A 
R0001564,2021,1094500,2029000,,3123500,145074.0,78257.0,,223331,A 
R0001567,2021,173100,1030700,,1203800,73695.0,12377.0,,86072,A 
R0001570,2021,153900,639000,,792900,45689.0,11004.0,,56693,A 
R0001574,2021,93960,845640,,939600,60463.0,6718.0,,67181,A 
R0001576,2021,946600,1211100,,2157700,86594.0,67682.0,,154276,A 
R0001577,2021,83800,614000,,697800,43901.0,5992.0,,49893,A 
R0001578,2021,66430,597870,,664300,42748.0,4750.0,,47498,A 
R0001582,2021,112240,1010160,,1122400,72226.0,8025.0,,80251,A 
R0001584,2021,456400,660300,,1116700,47211.0,32633.0,,79844,A 
R0001585,2021,129700,976900,,1106600,69848.0,9274.0,,79122,A 
R0001586,2021,90140,811260,,901400,58005.0,6445.0,,64450,A 
R0001587,2021,681100,1029100,,1710200,73581.0,48699.0,,122280,A 
R0001590,2021,65030,585270,,650300,41847.0,4650.0,,46497,A 
R0001591,2021,215600,733200,,948800,52424.0,15415.0,,67839,A 
R0001599,2021,346500,589200,,935700,42128.0,24775.0,,66903,A 
R0001602,2021,165000,640800,,805800,45817.0,11798.0,,57615,A 
R0001603,2021,636000,724000,,1360000,51766.0,45474.0,,97240,A 
R0001605,2021,233470,2101230,,2334700,150238.0,16693.0,,166931,A 
R0001607,2021,616000,628600,,1244600,44945.0,44044.0,,88989,A 
R0001610,2021,1968100,2333700,,4301800,166860.0,140719.0,,307579,A 
R0001611,2021,353600,809500,,1163100,57879.0,25282.0,,83161,A 
R0001613,2021,437600,384400,,822000,27485.0,31288.0,,58773,A 
R0001614,2021,98300,727500,,825800,52016.0,7028.0,,59044,A 
R0001615,2021,430100,859500,,1289600,61454.0,30752.0,,92206,A 
R0001619,2021,683400,1434900,,2118300,102595.0,48863.0,,151458,A 
R0001620,2021,306400,1154000,,1460400,82511.0,21908.0,,104419,A 
R0001622,2021,329100,1212800,,1541900,86715.0,23531.0,,110246,A 
R0001627,2021,267500,1991200,,2258700,142371.0,19126.0,,161497,A 
R0001628,2021,74360,669240,,743600,47851.0,5317.0,,53168,A 
R0001629,2021,829500,812400,,1641900,58087.0,59309.0,,117396,A 
R0001630,2021,357900,518100,,876000,37044.0,25590.0,,62634,A 
R0001634,2021,116200,687200,,803400,49135.0,8308.0,,57443,A 
R0001636,2021,105810,952290,,1058100,68089.0,7565.0,,75654,A 
R0001639,2021,400200,1054100,,1454300,75368.0,28614.0,,103982,A 
R0001641,2021,1073600,659700,,1733300,47169.0,76762.0,,123931,A 
R0001649,2021,94980,854820,,949800,61120.0,6791.0,,67911,A 
R0001650,2021,71860,646740,,718600,46242.0,5138.0,,51380,A 
R0001653,2021,323000,355500,,678500,25418.0,23095.0,,48513,A 
R0001655,2021,684900,713200,,1398100,50994.0,48970.0,,99964,A 
R0001658,2021,300400,608400,,908800,43501.0,21479.0,,64980,A 
R0001662,2021,965700,1031800,,1997500,73774.0,69048.0,,142822,A 
R0001663,2021,200200,801700,,1001900,57322.0,14314.0,,71636,A 
R0001665,2021,100570,905130,,1005700,64717.0,7191.0,,71908,A 
R0001734,2021,161800,994500,,1156300,71107.0,11569.0,,82676,A 
R0001736,2021,237700,378500,,616200,27063.0,16996.0,,44059,A 
R0001737,2021,1870600,1155200,,3025800,82597.0,133748.0,,216345,A 
R0001739,2021,513500,381200,,894700,27256.0,36715.0,,63971,A 
R0001759,2021,554900,1496600,,2051500,107007.0,39675.0,,146682,A 
R0001762,2021,76500,634800,,711300,45388.0,5470.0,,50858,A 
R0001763,2021,733800,928800,,1662600,66409.0,52467.0,,118876,A 
R0001764,2021,161600,464200,,625800,33190.0,11554.0,,44744,A 
R0001771,2021,403900,618900,,1022800,44251.0,28879.0,,73130,A 
R0001772,2021,227000,648100,,875100,46339.0,16231.0,,62570,A 
R0001778,2021,92900,668300,,761200,47783.0,6642.0,,54425,A 
R0001779,2021,205300,506100,,711400,36186.0,14679.0,,50865,A 
R0001780,2021,425800,1149900,,1575700,82218.0,30445.0,,112663,A 
R0001782,2021,601500,968000,,1569500,69212.0,43007.0,,112219,A 
R0001783,2021,576600,769200,,1345800,54998.0,41227.0,,96225,A 
R0001787,2021,285700,684800,,970500,48963.0,20428.0,,69391,A 
R0001789,2021,1346700,879600,,2226300,62891.0,96289.0,,159180,A 
R0001790,2021,75090,675810,,750900,48320.0,5369.0,,53689,A 
R0001791,2021,755600,1234100,,1989700,88238.0,54025.0,,142263,A 
R0001792,2021,282200,734700,,1016900,52531.0,20177.0,,72708,A 
R0001794,2021,348200,1236300,,1584500,88395.0,24896.0,,113291,A 
R0001796,2021,196100,1115500,,1311600,79758.0,14021.0,,93779,A 
R0001797,2021,417600,1362700,,1780300,97433.0,29858.0,,127291,A 
R0001801,2021,290200,657000,,947200,46976.0,20749.0,,67725,A 
R0001802,2021,197500,615800,,813300,44030.0,14121.0,,58151,A 
R0001803,2021,225700,582900,,808600,41677.0,16138.0,,57815,A 
R0001806,2021,81850,736650,,818500,52670.0,5852.0,,58522,A 
R0001814,2021,82950,746550,,829500,53378.0,5931.0,,59309,A 
R0001819,2021,688200,1106900,,1795100,79143.0,49206.0,,128349,A 
R0001822,2021,361300,679000,,1040300,48549.0,25833.0,,74382,A 
R0001823,2021,1022200,849700,,1871900,60754.0,73087.0,,133841,A 
R0001825,2021,1141500,636800,,1778300,45531.0,81617.0,,127148,A 
R0001826,2021,328000,573600,,901600,41012.0,23452.0,,64464,A 
R0001827,2021,173400,400100,,573500,28607.0,12398.0,,41005,A 
R0001828,2021,331400,378100,,709500,27034.0,23695.0,,50729,A 
R0001832,2021,378100,1089600,,1467700,77906.0,27034.0,,104940,A 
R0001833,2021,222700,359700,,582400,25719.0,15923.0,,41642,A 
R0001834,2021,91960,827640,,919600,59176.0,6575.0,,65751,A 
R0001839,2021,110660,995940,,1106600,71210.0,7912.0,,79122,A 
R0001841,2021,179000,420800,,599800,30087.0,12799.0,,42886,A 
R0001843,2021,697200,784000,,1481200,56056.0,49850.0,,105906,A 
R0001844,2021,148100,313900,,462000,22444.0,10589.0,,33033,A 
R0001846,2021,1098800,1215700,,2314500,86923.0,78564.0,,165487,A 
R0001850,2021,825700,629500,,1455200,45009.0,59038.0,,104047,A 
R0001851,2021,156800,590300,,747100,42206.0,11211.0,,53417,A 
R0001852,2021,1368200,1297200,,2665400,92750.0,97826.0,,190576,A 
R0001859,2021,291600,1011600,,1303200,72329.0,20849.0,,93178,A 
R0001860,2021,523200,369200,,892400,26398.0,37409.0,,63807,A 
R0001861,2021,377200,730200,,1107400,52209.0,26970.0,,79179,A 
